company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_business_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
"Urban GIS, Inc.","Geographic Information Systems Consulting, Mapping, Application Development & Implementation Services, Field Data Services, Engineering Support & Augmentation Services",MBE,SBE,,No,No,"171 North Aberdeen Street, Suite 400, Chicago, IL 60607",Chicago,IL,60607,Keith Searles,Keith A. Searles / CEO,(312) 525-8400,,bizdev@urbangis.com,www.urbangis.com,Corporation,Yes,2007,11 - 20,"COA - Consultants: Architecture, Engineering",,,541370 - Surveying and Mapping (except Geophysical) Services,541330 - Engineering Services,541690 - Other Scientific and Technical Consulting Services,81100000 - Professional engineering services,,
The Rose Maven,Arrangements of Preserved Roses.,MWBE,SBE,,No,No,"62 Howard Street, Randolph, Massachusetts 02368",Randolph,Massachusetts,02368,Elle Torres,Elimarie Torres,(617) 209-9917,,elle@therosemaven.com,https://therosemaven.com,Limited Liability Company (LLC),No,2019,Less than 10,"FO - Floral (Arrangement, Maintenance)",,,453110 - Florists ,,,10400000 - Dried cut roses ,,
Fava Bean LLC,"This is a restaurant. we offer food, caterings and packaged food ",MBE,SBE,,No,No,"468 Commonwealth Avenue, Boston, MA 02215",Boston,MA,02215,AHMED MAHMOOD,"Ahmed Mahmood, Owner",(857) 250-2943,,info@babalyemenboston.com,www.babalyemenboston.com,Corporation,No,2014,11 - 20,"FD - Food Products, Services",CT - Catering,,722511 - Full-Service Restaurants ,,,90100000 - Restaurants and catering,,
Alluring Beauty llc ,"Salon specializing in haircuts for women and men, silk press and curl, shampoo and mold.",MWBE,SLBE,,No,No,"15 Lamartine Street, Jamaica Plain, MA 02130",Jamaica Plain,MA,02130,Latisha Scott,Latisha Scott ,(617) 803-6008,,alluringbeautyboston@gmail.com,alluringbeautysalon.com,Limited Liability Company (LLC),No,2016,Less than 10,MO - Multi Service Organizations,,,812112 - Beauty Salons ,812111 - Barber Shops ,,53130000 - Personal care products,,
"Garcia's Machine Shop, LLC","Metal Fabrication, Machine Shop.",MBE,SBE,,No,No,"2 Eames Street, Framingham, MA 01702",Framingham,MA,01702,Luis Garcia,"Luis J. Garcia, Manager",(508) 395-8761,,garciasmachineshop2@gmail.com,,Limited Liability Company (LLC),No,2018,Less than 10,WE - Welding (see also FB),"FB - Fabricators (Metals, Plastics)",MS - Machine Shops,332710 - Machine Shops,333992 - Welding and Soldering Equipment Manufacturing ,,23240000 - Metal cutting machinery and accessories,23250000 - Metal forming machinery and accessories,23270000 - Welding and soldering and brazing machinery and accessories and supplies
Nubian Square Investment Advisors LLC,Financial Planning; Investment Advising; Asset Management,MBE,SLBE,,No,No,"47 Rosseter Street, Boston, MA 02121",Boston,MA,02121,Jock Payten,"Jock Payten, Founder & Chief Investment Officer",(617) 318-7151,,advisor_services@nubiansquareia.com,nubiansquareia.com,Limited Liability Company (LLC),No,2021,Less than 10,BA - Banking/Financial Services,FI - Financial Services (see also BA and COI),COI - Consultants: Insurance & Financial,523930 - Investment Advice ,,,84120000 - Banking and investment,,
Athens Dry Cleaners inc,"Dry Cleaner; Laundry; Alteration; Shoe Repair; Embroider; Leather Repair; Jewelry; Uniforms.

",MWBE,SLBE,,No,Yes,"2293 Dorchester Avenue, Boston, MA 02124",Boston,MA,02124,GISELE PRICE,owner,(617) 296-9890,,gicarioca21@gmail.com,,Partnership,No,2013,Less than 10,"CL - Commercial Dry Cleaning, Laundry",SU - Suppliers,AL - Apparel,812320 - Drycleaning and Laundry Services (except Coin-Operated) ,448150 - Clothing Accessories Stores ,315210 - Cut and Sew Apparel Contractors ,53100000 - Clothing,53140000 - Sewing supplies and accessories,47130000 - Cleaning and janitorial supplies
"Systemwide Environmental Co., LLC","General contracting with a specialty in environmental abatement and remediation, insulations, painting, carpentry, etc.",WBE,SLBE,,No,Yes,"242 Neponset Avenue, Boston, MA 02122",Boston,MA,02122,Darragh Murphy,"Darragh C. Murphy, Owner/Member",(978) 505-3933,,systemwideenvironmental@comcast.net,,Limited Liability Company (LLC),Yes,2010,Less than 10,AB - Asbestos Control,"FG - Fencing, Guardrail Contractors",CN - Construction Management: Small Commercial Projects,562910 - Remediation Services ,238320 - Painting and Wall Covering Contractors,238350 - Finish Carpentry Contractors,72120000 - Nonresidential building construction services,72110000 - Residential building construction services,77100000 - Environmental management
"Ray Dunetz Landscape Architecture, Inc. ",Landscape Architectural Design Services,,SLBE,,No,Yes,"179 Green Street, Boston, MA 02130",Boston,MA,02130,Ray Dunetz,Owner,(617) 524-6265,,rd@raydunetz.com,www.raydunetz.com,Corporation,No,2012,Less than 10,"COA - Consultants: Architecture, Engineering",COB - Consultants: City Planning,COD - Consultants: Design,541320 - Landscape Architectural Services,,,81100000 - Professional engineering services,,
Stokesbbqtruck ,"Full Service Food Truck, Catering, Private Chef Services; Menu includes Salads,  Chicken Dinners, Beverages, Desserts ",MWBE,SLBE,,No,Yes,"159 Fuller Street, Boston, MA 02124",Boston,MA,02124,Latricia Carter,Latricia Carter ,(857) 212-3432,,lacarter538@gmail.com,,Sole Proprietorship,No,18 years ,Less than 10,CT - Catering,"FD - Food Products, Services","FD - Food Products, Services",624210 - Community Food Services ,445291 - Baked Goods Stores ,722330 - Mobile Food Services,90100000 - Restaurants and catering,50110000 - Meat and poultry products,85150000 - Food and nutrition services
"Fan Favorite, Inc. DBA I Love Boston Sports","Screen-printing and Embroidery services for uniforms and apparel, as well as art design services",MBE,SLBE,,Yes,No,"8 Danville Street, Boston, MA 02132",Boston,MA,02132,Mahlon D. Williams,"Mahlon Williams, President",(617) 435-0063,,mahlon@ilovebostonsports.com,Ilovebostonsports.com,Corporation,No,03/2008,11 - 20,AL - Apparel,GM - Retail Sales of Art & Framing,PT - Printers,323111 - Commercial Printing (except Screen and Books) ,448150 - Clothing Accessories Stores ,453210 - Office Supplies and Stationery Stores ,82121500 - Printing Services,53100000 - Clothing,53100000 - Clothing
Joshua's Photography,Photography,,SLBE,,No,No,"8 Coventry Street, Boston, MA 02120",Boston,MA,02120,Joshua Hernandez,"Joshua Hernandez, Owner",(857) 423-9491,,joshua@joshuasphotographybusiness.com,joshuasphotographybusiness.com,Sole Proprietorship,No,2020,Less than 10,PG - Photography,,,"541921 - Photography Studios, Portrait ",,,82130000 - Photographic services,,
DPA Communications,"Public Relations, marketing, social media, events, partnerships/collaborations, crisis communications, digital marketing. ",MBE,SLBE,,Yes,Yes,"284 North Street, Boston, MA 02113",Boston,MA,02113,Dominic Amenta,Principal/Founder,(781) 789-5074,,dominic@dpacommunications.com,www.dpacommunications.com,,No,2012,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,MK - Marketing,COP - Consultants: Public Relations,541820 - Public Relations Agencies,541910 - Marketing Research and Public Opinion Polling,541840 - Media Representatives,82100000 - Advertising,,
V&V Corporation,"Demolition and Cleaning after Fire, Flood or Mold; Small Renovation",MBE,SLBE,,No,No,"205 Winslow Avenue, Norwood, MA 02062",Norwood,MA,02062,Victor Soto,Victor M Soto,(781) 269-5414,,vvcorporation52919@gmail.com,vvcorporation.com,Corporation,Yes,2,Less than 10,CN - Construction Management: Small Commercial Projects,,,236118 - Residential Remodelers ,,,72110000 - Residential building construction services,,
"Street Theory, Inc. ",Public art consulting; Mural production; Public art project management; Artist management; Art and design services; Placemaking; Event production and management; Cultural event production and management; Artist Agency; Talent and career development ,MWBE,SBE,,No,Yes,"3010 Port Royal Drive, Orlando, FL 32827",Orlando,FL,32827,Felice Quinonez,"Felice Quinonez, Principal ",(646) 203-6704,,liza@street-theory.com,www.street-theory.com,Limited Liability Company (LLC),No,2021,Less than 10,PA - Painting and Papering Contractors,COD - Consultants: Design,,"711410 - Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","711510 - Independent Artists, Writers, and Performers ",,82150000 - Professional artists and performers,,
"Magan Transport, LLC","Provide Public Transportation for:  Senior Citizens, School Pupils, and Non-Emergency Medical Transportation.

",MBE,SBE,,Yes,No,"18 Holton Street, MEDFORD, MA 02155",MEDFORD,MA,02155,ABDULLAHI MAGAN,Abdullahi J. Magan - President,(617) 869-8019,(617) 758-7123,bostontaxisrvc@aol.com,,Limited Liability Company (LLC),No,2019,Less than 10,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",,,485410 - School and Employee Bus Transportation,485991 - Special Needs Transportation ,485310 - Taxi Service ,25190000 - Transportation services equipment,,
KNG Realty Corporation,"Real Estate Development, Sales and Consulting",WBE,SLBE,,No,No,"82 Presentation Road, Boston, MA 02135",Boston,MA,02135,Kendra Roe,President,(617) 549-1565,,kendralroe@gmail.com,,Corporation,No,2016,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",PA - Painting and Papering Contractors,RS - Residential Services,236117 - New Housing For-Sale Builders ,236115 - New Single-Family Housing Construction (except For-Sale Builders) ,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,80130000 - Real estate services,,
Intriguing Hair,Salon and Retailer of Hair Extensions; Wigs; Lashes; Medical Wigs; Beauty Products.,MWBE,SLBE,,No,Yes,"82 Fairmount Avenue, Boston, MA 02136",Boston,MA,02136,NIKIA LONDY,Nikia Londy CEO,(617) 276-3337,,info@intriguinghair.com,www.intriguinghair.com,Corporation,No,2013,Less than 10,RT - Retail Sales of Art & Framing,,,812112 - Beauty Salons ,"446120 - Cosmetics, Beauty Supplies, and Perfume Stores ",,91100000 - Personal appearance,53130000 - Personal care products,
Bridgeline General Construction Inc. ,"Construction Installation Services of Exterior Envelope including AVB, AWB, Strapping/Rainscreen, Exterior Windows and Doors, Decking and Exterior Cladding ",MBE,SBE,,No,No,"2532 Main Street, Suite 101, Concord, MA 01742",Concord,MA,01742,Rachana Kheraj,Gustavo Lopes - President ,(844) 221-0205,,accounting@bridgelinegc.com,www.bridgelinegc.com,Corporation,Yes,2013,11 - 20,CE - Construction Estimating,MO - Multi Service Organizations,CA - Carpentry,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,236220 - Commercial and Institutional Building Construction ,236210 - Industrial Building Construction ,72140000 - Heavy construction services,72110000 - Residential building construction services,72120000 - Nonresidential building construction services
"Prepshift, Inc.","Restaurant Business Consulting, Coaching, Training, and Administrative Services.",MWBE,SLBE,,No,Yes,"141 Sutherland Road, #3, Boston, MA 02135",Boston,MA,02135,Irene Li,"Irene Li (CEO), Carla Cornejo (COO), Dylan Gully (CFO)",(617) 851-2799,,hello@prepshift.app,prepshift.app,Corporation,No,2022,Less than 10,"ED - Education (see also OS, TA)",EC - Economic Development,BU - Business Management Consultants,611430 - Professional and Management Development Training ,541611 - Administrative Management and General Management Consulting Services ,923110 - Administration of Education Programs ,80100000 - Management advisory services,80160000 - Business administration services,84110000 - Accounting and bookkeeping services
"BlackPrint Education Consulting, Inc.","Support districts, schools, and partner organizations to develop and execute the competencies, policies, practices, and structures necessary to produce educational equity and excellence",MBE,SLBE,,No,Yes,"136 Warren Street, Suite 4, Boston, MA 02119",Boston,MA,02119,Hayden Frederick-Clarke,"Hayden Frederick-Clarke, Chief Executive Office",(857) 269-4326,,info@theblackprintinc.com,www.theblackprintinc.com,Corporation,No,2019,Less than 10,"ED - Education (see also OS, TA)",TA - Training (see also ED),COM - Consultants: Management,611710 - Educational Support Services,,,86130000 - Specialized educational services,,
ROI MARKETING COMPANY INC.,"Branded Apparel; Promotional products; Graphics services; Printing; COVID tests; Air purification systems; PPE
",MBE,SBE,,No,Yes,"5740 Decatur Boulevard, Indianapolis, IN 46241",Indianapolis,IN,46241,Adell Means,ADELL MEANS / PRESIDENT,(317) 332-5717,,sales@roippe.com,www.roimarketingcompanyinc.com,Corporation,No,2004,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,AL - Apparel,SA - Safety Products,323113 - Commercial Screen Printing ,339113 - Surgical Appliance and Supplies Manufacturing ,541430 - Graphic Design Services,53100000 - Clothing,53120000 - Luggage and handbags and packs and cases,44120000 - Office supplies
Love Balungi,"Natural beauty products: Body butters, lip scrubs, lip balm, lip gloss",MWBE,SLBE,,No,No,"123 Antwerp Street, Unit 202, Boston, MA 02135",Boston,MA,02135,Catherine Waiswa,Founder/Owner,(857) 218-0977,,lovebalungi@gmail.com,https://lovebalungi.com,Sole Proprietorship,No,2022,Less than 10,RT - Retail Sales of Art & Framing,DI - Direct Mail Services,SU - Suppliers,453998 - All Other Miscellaneous Store Retailers (except Tobacco Stores) ,"446120 - Cosmetics, Beauty Supplies, and Perfume Stores ",454110 - Electronic Shopping and Mail-Order Houses ,53130000 - Personal care products,,
"Elite Metal Framing and Construction, Inc.",Metal Framing/LGMF/Insulation,MBE,SBE,,No,No,"611 Salem Street, Wakefield, MA 01880",Wakefield,MA,01880,Walderi Lima,Owner,(781) 572-3033,(781) 572-3029,elite@elitemetalframing.com,www.elitemetalframing.com,Corporation,Yes,2005,Less than 10,CA - Carpentry,"PL - Plastering, Drywall Contractors",,238130 - Framing Contractors ,238310 - Drywall and Insulation Contractors ,236220 - Commercial and Institutional Building Construction ,30110000 - Concrete and cement and plaster,72110000 - Residential building construction services,72120000 - Nonresidential building construction services
Most Valuable Truckers LLC,Moving; Cleaning; Long haul freight; Reefer; Commercial; Resident ,MBE,SBE,,No,No,"163 Highland Avenue, #1021, Needham, MA 02494",Needham,MA,02494,Raysean Cox,Raysean Cox,(857) 301-8246,,contactus@mostvaluabletruckers.com,https://www.mostvaluabletruckers.com,Limited Liability Company (LLC),No,2022,Less than 10,CN - Construction Management: Small Commercial Projects,"MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",SU - Suppliers,"484110 - General Freight Trucking, Local ","484121 - General Freight Trucking, Long-Distance, Truckload ",423930 - Recyclable Material Merchant Wholesalers ,72120000 - Nonresidential building construction services,56130000 - Merchandising furniture and accessories,78140000 - Transport services
ADENIOLA,"Consulting Service in the fields of IT, security and advisory to public and private sector.",MBE,SLBE,,No,No,"208 Neponset Valley Pkwy, Apt 3, BOSTON, MA 02136",BOSTON,MA,02136,Hyacinthe,HYACINTHE TOUPE CEO,(617) 833-7181,,htoupe@adeniola.com,,Sole Proprietorship,No,2023,Less than 10,BU - Business Management Consultants,COS - Consultants: Systems Analysis,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",541519 - Other Computer Related Services,541690 - Other Scientific and Technical Consulting Services,541511 - Custom Computer Programming Services ,43230000 - Software,81110000 - Computer services,44120000 - Office supplies
